method,sf,epsilon,n_wdr,seed,obj,solve_time,total_duration,satisfied_rate
ExactLHS,1.5,0.06,30,0,72251.77687526999,7.686254024505615,8.88796329498291,0.9492
EIFICA,1.5,0.06,30,300,62040.41542672974,2.656613349914551,3.7573843002319336,0.9082
EIFICA,1.5,0.06,30,400,63234.726715462806,2.690734624862671,3.9021997451782227,0.7216
ExactLHS,1.5,0.06,30,200,67464.4583133147,9.538691997528076,10.688157081604004,0.8334
ExactLHS,1.5,0.06,30,300,62457.029560893294,6.924717664718628,8.12671422958374,0.8968
EIFICA,1.5,0.06,30,500,63028.52572831114,2.818290948867798,4.183655738830566,0.8258
ExactLHS,1.5,0.06,30,100,57491.3371527107,17.244232177734375,18.47818160057068,0.9402
EIFICA,1.5,0.06,30,600,57531.123086744046,2.7939558029174805,3.930593729019165,0.706
ExactLHS,1.5,0.06,30,400,63874.054371632614,8.266498804092407,9.36930251121521,0.8642
ExactLHS,1.5,0.06,30,500,63452.39354632453,6.728036165237427,7.910936117172241,0.9138
EIFICA,1.5,0.06,30,700,70647.5195789713,2.9335720539093018,4.060292959213257,0.9468
EIFICA,1.5,0.06,30,800,59972.00981750347,2.9720091819763184,4.123615264892578,0.827
ExactLHS,1.5,0.06,30,700,71142.61755811398,6.78292441368103,7.889671087265015,0.9726
EIFICA,1.5,0.06,30,900,57560.50091596909,2.8311398029327393,3.990408182144165,0.7558
ExactLHS,1.5,0.06,30,800,60532.62958608396,8.593993663787842,9.733548164367676,0.7934
ExactLHS,1.5,0.06,30,600,58139.18892341788,13.974492311477661,15.747074604034424,0.8726
ExactLHS,1.5,0.06,30,900,57970.59626501519,6.545428037643433,7.662041425704956,0.8982
ExactLHS,1.0,0.03,120,400,42868.39063540032,1203.636943101883,1205.6107535362244,0.9958
EIFICA,1.5,0.06,60,0,71802.38003241905,6.180994987487793,7.3228044509887695,0.9448
EIFICA,1.5,0.06,60,100,57491.81834537999,6.193796157836914,7.37170672416687,0.9578
EIFICA,1.5,0.06,60,200,66872.86282623216,5.924928665161133,7.0908362865448,0.9656
EIFICA,1.5,0.06,60,300,62045.94533912052,6.969990015029907,8.136807680130005,0.9596
ExactLHS,1.5,0.06,60,100,57729.586870461564,20.35448694229126,21.613524675369263,0.9698
EIFICA,1.5,0.06,60,400,63239.61124294582,6.575226068496704,7.7758872509002686,0.7864
ExactLHS,1.5,0.06,60,0,72288.3546965457,30.21611762046814,31.40613865852356,0.9752
EIFICA,1.5,0.06,60,500,63034.7495540731,6.460254669189453,7.620021343231201,0.888
EIFICA,1.5,0.06,60,600,57544.15645386637,6.597336530685425,7.77243971824646,0.9088
ExactLHS,1.5,0.06,60,300,62204.484156350954,35.643993854522705,36.82248139381409,0.9804
ExactLHS,1.5,0.06,60,400,63483.45009226731,22.663904666900635,23.814261198043823,0.9216
ExactLHS,1.5,0.03,120,900,58307.0928305385,96.1056342124939,97.41972923278809,0.9956
EIFICA,1.5,0.06,60,700,70652.00497928043,6.928738832473755,8.103790998458862,0.9822
ExactLHS,1.5,0.06,60,500,63058.38560079804,24.085301399230957,25.2980740070343,0.9364
EIFICA,1.5,0.06,60,800,59994.311253253785,6.269514083862305,8.030946493148804,0.9098
ExactLHS,1.5,0.06,60,600,57565.544243817385,22.269874572753906,23.581000328063965,0.9254
EIFICA,1.5,0.06,60,900,57570.59101382118,6.301689386367798,7.479395151138306,0.9
ExactLHS,1.5,0.06,60,200,66912.60966452556,71.64812517166138,72.78854489326477,0.9764
ExactLHS,1.5,0.06,60,700,70830.95641590244,26.6160671710968,28.422584772109985,0.9828
EIFICA,1.5,0.06,90,0,71802.37998740707,14.743682861328125,15.879381895065308,0.9448
ExactLHS,1.5,0.06,60,900,57596.71493468808,23.665457487106323,24.851513147354126,0.9158
EIFICA,1.5,0.06,90,200,66873.70045382285,13.815360307693481,14.962143898010254,0.9662
ExactLHS,1.5,0.06,60,800,60243.3042182445,38.16973161697388,39.283950090408325,0.9672
EIFICA,1.5,0.06,90,100,57496.35282516023,14.358847618103027,16.28506875038147,0.9524
EIFICA,1.5,0.06,90,300,62045.94534551726,15.071691274642944,16.237853050231934,0.9596
EIFICA,1.5,0.06,90,400,63251.58692268238,14.16727900505066,15.358238220214844,0.933
ExactLHS,1.5,0.06,90,100,57560.23507261046,35.33658695220947,36.508283853530884,0.9534
EIFICA,1.5,0.06,90,500,63039.28281577692,12.522361278533936,13.692707777023315,0.9002
EIFICA,1.5,0.06,90,600,57550.96945115287,13.962491989135742,15.167274713516235,0.943
ExactLHS,1.5,0.06,90,300,62169.08479398267,54.98253107070923,56.107802867889404,0.9828
EIFICA,1.5,0.06,90,700,70653.51752608974,14.171211242675781,15.287189722061157,0.9834
ExactLHS,1.5,0.06,90,500,63173.95733091303,65.49222683906555,66.66508436203003,0.938
ExactLHS,1.5,0.06,90,0,71916.10024944495,125.56480479240417,126.71253848075867,0.9588
EIFICA,1.5,0.06,90,800,60012.323313940884,12.698644638061523,14.541742086410522,0.9712
ExactLHS,1.5,0.06,90,200,67589.18185956814,107.6561062335968,109.46554350852966,0.9902
EIFICA,1.5,0.06,90,900,57571.50990421393,16.484154224395752,17.671889305114746,0.9386
ExactLHS,1.5,0.06,90,400,63434.827711027276,106.76313328742981,108.0474841594696,0.937
ExactLHS,1.5,0.06,90,600,57734.140513704515,86.00827693939209,87.3444447517395,0.9788
EIFICA,1.5,0.06,120,0,71802.7878824607,17.069111824035645,18.349205255508423,0.9582
EIFICA,1.5,0.06,120,100,57498.3018771809,16.470124006271362,18.177043437957764,0.9688
ExactLHS,1.5,0.06,90,700,70938.42797539217,84.8388876914978,85.98642158508301,0.9794
EIFICA,1.5,0.06,120,200,66873.7004541304,17.04571008682251,18.249424695968628,0.9662
ExactLHS,1.5,0.06,90,800,60413.36230484105,76.67420053482056,78.01171207427979,0.9846
ExactLHS,1.5,0.06,90,900,57704.253315568734,83.91046738624573,85.06351494789124,0.9368
EIFICA,1.5,0.06,120,300,62047.25877687769,18.870316743850708,20.229207515716553,0.97
EIFICA,1.5,0.06,120,400,63262.1426826756,16.412370681762695,18.170801877975464,0.9426
ExactLHS,1.5,0.06,120,300,62260.05959591058,45.38133883476257,46.54625153541565,0.9886
EIFICA,1.5,0.06,120,500,63071.069271923545,16.05907678604126,17.22080159187317,0.976
ExactLHS,1.5,0.06,120,0,72352.64112059314,110.95732688903809,112.68388533592224,0.9922
ExactLHS,1.5,0.06,120,400,63390.146181871045,59.39433765411377,60.57043194770813,0.9792
EIFICA,1.5,0.06,120,600,57550.96944594176,25.090656042099,26.415908336639404,0.943
EIFICA,1.5,0.06,120,700,70656.22019757869,16.815648555755615,17.939297914505005,0.9882
EIFICA,1.5,0.06,120,800,60012.43961410161,15.197556734085083,16.351693630218506,0.973
ExactLHS,1.5,0.06,120,600,57656.45225889717,51.235925912857056,52.37844800949097,0.9796
ExactLHS,1.5,0.06,120,100,58014.049744457865,152.59110474586487,153.80339789390564,0.9948
EIFICA,1.5,0.06,120,900,57573.00980233005,17.635960817337036,18.916635274887085,0.9566
EIFICA,2.0,0.03,30,0,96140.02524798247,2.825550079345703,3.9786152839660645,0.9106
ExactLHS,2.0,0.03,30,0,96141.78453233851,4.646868467330933,5.81205153465271,0.9618
EIFICA,2.0,0.03,30,100,77183.68176943112,2.5879759788513184,3.737100839614868,0.675
ExactLHS,2.0,0.03,30,100,77194.20056016384,4.506728649139404,5.76383113861084,0.9312
ExactLHS,1.5,0.06,120,800,60181.84914732834,44.49682331085205,45.65416765213013,0.9836
EIFICA,2.0,0.03,30,200,89661.20308959785,2.616593837738037,3.7649683952331543,0.7746
EIFICA,2.0,0.03,30,300,83144.60201982633,2.4465460777282715,3.598367214202881,0.8822
ExactLHS,2.0,0.03,30,200,89669.39576372689,4.8315589427948,6.641873598098755,0.8224
ExactLHS,2.0,0.03,30,300,83152.68962326799,4.611804962158203,5.9455955028533936,0.9316
EIFICA,2.0,0.03,30,400,84825.30344019117,2.6312806606292725,3.8884012699127197,0.7314
ExactLHS,2.0,0.03,30,400,84836.24361352806,4.408759117126465,5.544723033905029,0.8908
EIFICA,2.0,0.03,30,500,84465.05935418792,2.868736743927002,4.059274196624756,0.8468
ExactLHS,1.5,0.06,120,200,67018.97065782268,191.03963708877563,192.78799653053284,0.9842
EIFICA,2.0,0.03,30,600,77229.75600367237,2.736704111099243,3.9601190090179443,0.708
ExactLHS,2.0,0.03,30,500,84466.35757926942,4.630183935165405,5.790326356887817,0.8914
EIFICA,2.0,0.03,30,700,94631.5448963533,2.7232766151428223,3.937467336654663,0.9602
ExactLHS,2.0,0.03,30,600,77238.57331207785,4.610654354095459,5.7612457275390625,0.8634
ExactLHS,2.0,0.03,30,700,94631.88848448759,4.449802875518799,5.574555397033691,0.9776
EIFICA,2.0,0.03,30,800,80414.2486690542,2.5848872661590576,3.7484803199768066,0.8394
EIFICA,2.0,0.03,30,900,77136.90390141757,2.7924602031707764,3.9250071048736572,0.9106
ExactLHS,2.0,0.03,30,800,80431.72897274306,4.712163925170898,5.8589184284210205,0.8584
ExactLHS,2.0,0.03,30,900,77143.90806401541,4.8759894371032715,6.099693298339844,0.8982
ExactLHS,1.5,0.06,120,500,63603.622215198884,145.88325095176697,147.07367420196533,0.9866
EIFICA,2.0,0.03,60,0,96140.42365435508,7.579261779785156,8.815650463104248,0.9478
EIFICA,2.0,0.03,60,100,77186.28866106976,7.03791069984436,8.195650577545166,0.9462
EIFICA,2.0,0.03,60,200,89717.08935840076,6.731655120849609,7.839716672897339,0.9676
EIFICA,2.0,0.03,60,300,83154.06329533247,6.430350065231323,7.679647445678711,0.9634
ExactLHS,2.0,0.03,60,0,96160.70002067105,44.71526908874512,45.84112238883972,0.9696
EIFICA,2.0,0.03,60,400,84831.57552514413,7.098514795303345,8.439406394958496,0.735
ExactLHS,2.0,0.03,60,200,89760.46420532031,44.093090295791626,45.257164478302,0.983
ExactLHS,1.5,0.06,120,700,70941.89870109326,166.88987517356873,168.06376194953918,0.996
ExactLHS,2.0,0.03,60,100,78494.00885392378,55.57269859313965,57.31818103790283,0.9788
EIFICA,2.0,0.03,60,500,84475.80734800102,6.121245622634888,7.864226341247559,0.9014
EIFICA,2.0,0.03,60,600,77247.40191198295,6.968303918838501,8.119730949401855,0.8594
EIFICA,2.0,0.03,60,700,94636.63108943723,8.740057945251465,9.903581619262695,0.974
ExactLHS,2.0,0.03,60,400,84894.60564412666,27.46127676963806,28.60979175567627,0.9284
ExactLHS,2.0,0.03,60,300,84073.79283528756,61.56549096107483,62.71154713630676,0.9912
ExactLHS,2.0,0.03,60,500,84509.10059096426,27.218637704849243,28.95527172088623,0.9442
EIFICA,2.0,0.03,60,800,80458.13696666132,7.3219664096832275,8.613631010055542,0.9076
EIFICA,2.0,0.03,60,900,77156.13307198875,7.364454984664917,8.536478281021118,0.9146
ExactLHS,2.0,0.03,60,600,77287.58864758271,42.98321270942688,44.14448285102844,0.9394
EIFICA,2.0,0.03,90,0,96140.42365820231,17.26238512992859,18.434829711914062,0.9478
ExactLHS,2.0,0.03,60,700,95652.40353339963,41.721126079559326,42.91740703582764,0.9832
ExactLHS,2.0,0.03,60,800,80547.1700421189,48.11736702919006,49.25383901596069,0.9668
ExactLHS,2.0,0.03,60,900,77200.61482179622,43.05706191062927,44.22852277755737,0.929
EIFICA,2.0,0.03,90,100,77200.62734775945,18.588011503219604,19.750199556350708,0.9506
ExactLHS,1.5,0.06,120,900,58116.89869208136,204.54652190208435,206.37563610076904,0.987
EIFICA,2.0,0.03,90,300,83154.06329532001,14.28417706489563,15.598531246185303,0.9634
EIFICA,2.0,0.03,90,200,89717.81195019926,17.005504369735718,18.15721583366394,0.9676
EIFICA,2.0,0.03,90,400,84845.00561397067,16.197500944137573,17.332791566848755,0.935
ExactLHS,2.0,0.03,90,0,96189.07743133999,65.75277256965637,66.97547698020935,0.9734
EIFICA,2.0,0.03,90,500,84482.34586717958,14.329955816268921,15.653197765350342,0.921
EIFICA,2.0,0.03,90,600,77258.71833635285,19.246638536453247,20.370574712753296,0.8592
ExactLHS,2.0,0.03,90,300,83645.86888253428,80.37827777862549,81.51015496253967,0.9896
ExactLHS,2.0,0.03,90,100,77325.81075903079,103.77366900444031,104.97707009315491,0.9728
EIFICA,2.0,0.03,90,700,94638.8354632108,15.577805042266846,16.747692823410034,0.979
ExactLHS,2.0,0.03,90,500,84999.41774329206,68.29185819625854,70.20897054672241,0.972
ExactLHS,2.0,0.03,90,400,84951.64421943539,97.86676335334778,99.18876075744629,0.9712
ExactLHS,2.0,0.03,90,200,90394.83635121513,115.89256501197815,117.22037720680237,0.9906
EIFICA,2.0,0.03,90,800,80490.37026080482,16.24068284034729,17.38647770881653,0.95
EIFICA,2.0,0.03,90,900,77157.2811592274,17.219066858291626,18.370710849761963,0.949
EIFICA,2.0,0.03,120,0,96140.58026273266,31.437244415283203,32.682398080825806,0.9622
ExactLHS,2.0,0.03,90,600,77362.27613578584,81.80358338356018,82.95212244987488,0.9804
ExactLHS,2.0,0.03,90,900,77667.39713074028,40.67639088630676,41.8093147277832,0.9806
ExactLHS,2.0,0.03,90,700,94725.4672667486,76.56725597381592,77.76303052902222,0.9906
EIFICA,2.0,0.03,120,100,77203.06320129415,35.01328229904175,36.151490211486816,0.967
EIFICA,2.0,0.03,120,200,89717.81195035193,29.332005739212036,30.596503257751465,0.9676
ExactLHS,1.5,0.03,90,100,58101.25607773429,1203.1968636512756,1204.5713057518005,0.9846
EIFICA,2.0,0.03,120,300,83155.41029187587,25.051429271697998,26.352223873138428,0.9712
EIFICA,2.0,0.03,120,400,84857.13890826194,30.31148672103882,32.178738832473755,0.944
ExactLHS,2.0,0.03,90,800,80649.08171953903,131.77630949020386,132.95569777488708,0.9836
EIFICA,2.0,0.03,120,500,84524.60829225488,27.787691116333008,28.94765019416809,0.9758
ExactLHS,2.0,0.03,120,0,96222.99247780158,128.60064721107483,129.9214117527008,0.9778
ExactLHS,2.0,0.03,120,300,83543.65332332767,90.07870554924011,91.20172762870789,0.9954
ExactLHS,2.0,0.03,120,200,90271.53474799111,113.61835074424744,114.82483077049255,0.9932
EIFICA,2.0,0.03,120,600,77258.71833393323,32.64873504638672,34.02798628807068,0.8592
EIFICA,2.0,0.03,120,700,94642.46185096627,17.802039623260498,18.97339129447937,0.99
EIFICA,2.0,0.03,120,800,80490.58505111288,31.799720287322998,33.05653429031372,0.9504
ExactLHS,2.0,0.03,120,100,77403.78255053013,182.35223245620728,184.086496591568,0.9824
ExactLHS,2.0,0.03,120,800,80711.71264187824,48.41278052330017,49.57156252861023,0.9882
EIFICA,2.0,0.06,30,0,95769.2807646938,3.8291661739349365,5.030843734741211,0.9484
ExactLHS,2.0,0.06,30,0,96223.5707183097,7.282113075256348,8.478209972381592,0.9458
EIFICA,2.0,0.03,120,900,77159.13403254608,31.552021503448486,32.802313566207886,0.9616
EIFICA,2.0,0.06,30,100,76679.9105619559,3.52022647857666,4.870023488998413,0.5918
EIFICA,2.0,0.06,30,200,89161.81957022147,3.5075433254241943,4.676565647125244,0.7748
ExactLHS,2.0,0.06,30,100,77315.51870198717,8.991724967956543,10.192518472671509,0.9316
ExactLHS,2.0,0.03,120,400,85417.9691655058,159.67955136299133,160.98109459877014,0.9866
ExactLHS,1.5,0.03,120,100,58156.46399187477,1203.5453672409058,1205.4704461097717,0.9958
EIFICA,2.0,0.06,30,300,82803.49509600936,3.5199215412139893,4.827781677246094,0.9114
ExactLHS,2.0,0.06,30,200,89790.9369420555,6.799201250076294,8.081233501434326,0.826
EIFICA,2.0,0.06,30,400,84320.06886114503,3.4858052730560303,5.259391784667969,0.717
ExactLHS,2.0,0.06,30,300,83223.51580096001,7.127864122390747,8.30189061164856,0.88
EIFICA,2.0,0.06,30,500,84116.85856478235,3.4427614212036133,4.564122676849365,0.8474
ExactLHS,2.0,0.03,120,600,77411.48331508107,117.13466334342957,118.94415307044983,0.9824
EIFICA,2.0,0.06,30,600,76749.67241494665,3.682935953140259,4.833099842071533,0.7896
ExactLHS,2.0,0.06,30,400,84954.93601230437,8.233160495758057,9.424353837966919,0.8608
ExactLHS,2.0,0.06,30,500,84546.9665343334,6.373256683349609,7.538139820098877,0.8936
EIFICA,2.0,0.06,30,700,94235.34300585068,3.77455472946167,4.988130331039429,0.961
EIFICA,2.0,0.06,30,800,79961.21055603083,3.8355109691619873,5.020552158355713,0.816
ExactLHS,2.0,0.06,30,600,77352.30801477964,7.775160789489746,8.939688920974731,0.8412
ExactLHS,2.0,0.06,30,700,94730.51134237216,7.470432281494141,8.621342897415161,0.9774
EIFICA,2.0,0.06,30,900,76811.05106833176,4.023903131484985,5.241854667663574,0.8668
ExactLHS,2.0,0.06,30,800,80534.75861590359,7.337839365005493,8.521436929702759,0.8116
ExactLHS,2.0,0.06,30,900,77221.88158504725,6.985715866088867,8.289486169815063,0.9042
EIFICA,2.0,0.06,60,0,95769.28076720075,12.626378297805786,13.773664712905884,0.9484
ExactLHS,2.0,0.03,120,500,84954.4157770487,156.02332472801208,157.8466284275055,0.9934
EIFICA,2.0,0.06,60,100,76684.13223056652,11.835126161575317,13.019188642501831,0.9014
EIFICA,2.0,0.06,60,200,89196.06886190348,10.56300950050354,11.727631568908691,0.963
EIFICA,2.0,0.06,60,300,82807.54951773559,11.441164493560791,12.63010549545288,0.9662
ExactLHS,2.0,0.06,60,0,95926.7254750717,24.255454778671265,25.54095458984375,0.962
ExactLHS,2.0,0.06,60,100,76941.21296642687,23.109373092651367,24.252391815185547,0.9518
EIFICA,2.0,0.06,60,400,84325.08074862605,11.82794737815857,12.983251810073853,0.783
ExactLHS,2.0,0.06,60,300,82830.89442609467,22.461204528808594,23.63214349746704,0.9756
EIFICA,2.0,0.06,60,500,84124.38307669133,10.617592811584473,11.75945496559143,0.8954
ExactLHS,2.0,0.06,60,200,89445.23133814735,26.70745849609375,27.873114585876465,0.977
EIFICA,2.0,0.06,60,600,76763.181247044,12.040886402130127,13.345786809921265,0.9128
ExactLHS,2.0,0.06,60,400,84380.39019368465,22.266037940979004,23.43514609336853,0.9006
EIFICA,2.0,0.06,60,700,94240.89144667434,11.358814001083374,12.682570219039917,0.9792
EIFICA,2.0,0.06,60,800,79988.62448510545,11.061477422714233,12.219709157943726,0.8984
EIFICA,2.0,0.06,60,900,76823.39969126912,11.511691093444824,12.661119222640991,0.8998
ExactLHS,2.0,0.06,60,600,76980.0126356582,24.622512340545654,25.975185871124268,0.9096
ExactLHS,2.0,0.06,60,800,80080.96818358634,22.907106637954712,24.089004039764404,0.9288
ExactLHS,2.0,0.06,60,500,84287.5984652353,47.115652322769165,48.293662548065186,0.931
EIFICA,2.0,0.06,90,0,95769.28079224093,27.00211787223816,28.285163164138794,0.9484
ExactLHS,2.0,0.06,60,900,77287.91229382828,37.179555892944336,38.37747406959534,0.9358
ExactLHS,2.0,0.03,120,900,77577.28844530765,150.9570028781891,152.22680497169495,0.9908
ExactLHS,2.0,0.06,60,700,94426.29291597848,56.93381094932556,58.120463132858276,0.9804
EIFICA,2.0,0.06,90,100,76689.41301283192,24.899165391921997,26.08479380607605,0.904
EIFICA,2.0,0.06,90,300,82807.54951765627,18.502557277679443,20.228650331497192,0.9662
EIFICA,2.0,0.06,90,200,89197.2418788389,24.923282623291016,26.090636253356934,0.9634
EIFICA,2.0,0.06,90,400,84340.39331063634,18.154300928115845,19.456846952438354,0.931
ExactLHS,2.0,0.03,120,700,95115.54131230264,231.51888513565063,232.7521378993988,0.9988
EIFICA,2.0,0.06,90,500,84129.82614136342,18.674979209899902,19.827396392822266,0.9234
EIFICA,2.0,0.06,90,600,76769.89697176973,26.198955059051514,27.924431562423706,0.9492
ExactLHS,2.0,0.06,90,300,83070.30748730796,58.49519419670105,59.82586646080017,0.9836
ExactLHS,2.0,0.06,90,0,95798.00821610115,96.55853128433228,97.72976517677307,0.9456
EIFICA,2.0,0.06,90,700,94242.61786344361,15.732994318008423,16.90296220779419,0.983
ExactLHS,2.0,0.06,90,500,84281.28668647107,56.59609007835388,57.741477489471436,0.9468
ExactLHS,2.0,0.06,90,600,76816.19488281514,39.24870944023132,40.54349970817566,0.9198
EIFICA,2.0,0.06,90,800,80028.68548221985,20.454628705978394,21.80203938484192,0.9664
ExactLHS,2.0,0.06,90,200,89435.46848285924,99.14416122436523,100.50900793075562,0.9768
EIFICA,2.0,0.06,90,900,76824.9453128369,19.866196870803833,21.063195943832397,0.939
ExactLHS,2.0,0.06,90,100,76802.36636641891,120.9169373512268,122.76311874389648,0.9474
ExactLHS,2.0,0.06,90,400,84725.61228544022,86.04429316520691,87.23991823196411,0.938
ExactLHS,2.0,0.06,90,900,77910.51435014332,38.424697160720825,39.60850715637207,0.9866
EIFICA,2.0,0.06,120,0,95770.86809368475,37.20252251625061,38.40634727478027,0.9564
EIFICA,2.0,0.06,120,100,76693.4958429526,34.19592070579529,35.37218642234802,0.9284
ExactLHS,2.0,0.06,90,700,94563.38871209734,77.3720006942749,78.54268717765808,0.988
EIFICA,2.0,0.06,120,200,89197.24082171042,36.09467887878418,37.81671762466431,0.9634
ExactLHS,2.0,0.06,90,800,80178.81532087039,84.81522750854492,85.99204111099243,0.9734
EIFICA,2.0,0.06,120,300,82808.41122241224,40.147404193878174,41.38744902610779,0.9688
EIFICA,2.0,0.06,120,400,84355.29194443193,33.35000681877136,34.628324031829834,0.9426
ExactLHS,2.0,0.06,120,300,82955.06740519144,46.85821485519409,48.078094720840454,0.9836
EIFICA,2.0,0.06,120,500,84170.44917404106,38.02928447723389,39.98107957839966,0.9698
ExactLHS,2.0,0.06,120,100,77532.1973285125,106.86936521530151,108.05793070793152,0.9846
EIFICA,2.0,0.06,120,600,76769.89697182339,37.04827880859375,38.241131067276,0.9492
ExactLHS,2.0,0.06,120,0,95981.29738262479,117.82542061805725,119.04336881637573,0.9786
EIFICA,2.0,0.06,120,700,94246.64569114996,37.71477746963501,38.96065878868103,0.9864
EIFICA,2.0,0.06,120,800,80028.8265173203,31.046854972839355,32.29980516433716,0.968
ExactLHS,2.0,0.06,120,800,80235.03225262418,48.013402700424194,49.78346252441406,0.9778
EIFICA,2.0,0.06,120,900,76826.70184609429,32.43597960472107,33.82124733924866,0.9532
ExactLHS,2.0,0.06,120,200,90006.55124288691,227.55271649360657,228.85326504707336,0.9898
ExactLHS,2.0,0.06,120,600,77536.58254781371,181.57158589363098,182.9282205104828,0.9864
ExactLHS,2.0,0.06,120,400,84697.31515999134,249.50534868240356,250.7416923046112,0.9708
ExactLHS,2.0,0.06,120,500,85142.18488760134,246.1447193622589,247.47020864486694,0.996
ExactLHS,2.0,0.06,120,900,76933.6600644982,230.2720866203308,231.66609573364258,0.965
ExactLHS,2.0,0.06,120,700,94695.11172134567,326.0686719417572,327.39591908454895,0.9942
