method,num_ESS,epsilon,theta,N_WDR,seed,status,obj_value,solve_time,wall_time,satisfied_rate,network,num_gen,timestamp
FICA,6,0.03,0.06,150,30000,OK,2059127.0044825408,148.1940953731537,150.06613326072693,0.9884,case118,38,2026-04-22 23:01:50
FICA,6,0.03,0.06,150,40000,OK,2052649.141275236,150.57977652549744,152.43515300750732,0.9994,case118,38,2026-04-22 23:02:26
FICA,6,0.03,0.06,200,0,OK,2487153.981225088,796.0052282810211,797.8654148578644,0.9978,case118,38,2026-04-22 23:15:09
FICA,6,0.03,0.06,200,10000,OK,2157209.1845697607,802.3969051837921,804.2637403011322,0.9802,case118,38,2026-04-22 23:15:51
FICA,6,0.03,0.06,200,20000,OK,2210987.6058708727,779.8106791973114,781.683783531189,0.9828,case118,38,2026-04-22 23:28:11
FICA,6,0.03,0.06,200,30000,OK,2059127.0046445634,791.0950405597687,792.9761617183685,0.9884,case118,38,2026-04-22 23:29:05
FICA,6,0.03,0.06,200,40000,OK,2052649.1412581946,774.1082859039307,775.993378162384,0.9996,case118,38,2026-04-22 23:41:08
FICA,6,0.03,0.06,250,0,OK,2487153.981392469,1076.3013026714325,1078.155484676361,0.9982,case118,38,2026-04-22 23:47:04
FICA,6,0.03,0.06,250,10000,OK,2157212.0009558992,1101.0112044811249,1102.8746979236603,0.9824,case118,38,2026-04-22 23:59:32
FICA,6,0.03,0.06,250,20000,OK,2210987.753111637,1095.5116829872131,1097.9337222576141,0.983,case118,38,2026-04-23 00:05:25
FICA,6,0.03,0.06,250,30000,OK,2059127.0045038876,862.945901632309,864.9314486980438,0.9884,case118,38,2026-04-23 00:13:58
FICA,6,0.03,0.06,250,40000,OK,2052649.1413411433,1006.4389979839325,1008.2993638515472,0.9996,case118,38,2026-04-23 00:22:14
FICA,6,0.03,0.06,300,0,OK,2487153.9811449796,1288.3046295642853,1290.7364902496338,0.9982,case118,38,2026-04-23 00:35:32
FICA,6,0.03,0.06,300,10000,OK,2157212.129963006,1240.1432328224182,1242.0053374767303,0.9824,case118,38,2026-04-23 00:42:57
FICA,6,0.03,0.06,300,20000,OK,2210990.02488355,1248.4654114246368,1250.3876481056213,0.9872,case118,38,2026-04-23 00:56:24
FICA,6,0.03,0.06,300,30000,OK,2059127.0045570713,1275.813899755478,1278.2578570842743,0.989,case118,38,2026-04-23 01:04:19
FICA,6,0.05,0.1,50,0,OK,2487153.9809223074,103.4820511341095,105.34740161895752,0.9466,case118,38,2026-04-23 01:06:05
FICA,6,0.05,0.1,50,10000,OK,2157202.399323779,103.7547116279602,105.60187244415283,0.896,case118,38,2026-04-23 01:07:51
FICA,6,0.05,0.1,50,20000,OK,2210980.7676265123,104.63245248794556,106.46826338768005,0.944,case118,38,2026-04-23 01:09:38
FICA,6,0.05,0.1,50,30000,OK,2059127.004521458,105.5048508644104,107.45785284042358,0.9678,case118,38,2026-04-23 01:11:26
FICA,6,0.05,0.1,50,40000,OK,2052649.1412092086,103.72600960731506,105.55843043327332,0.9942,case118,38,2026-04-23 01:13:12
FICA,6,0.05,0.1,80,0,OK,2487153.9808957097,118.29696750640869,120.1392412185669,0.9878,case118,38,2026-04-23 01:15:12
FICA,6,0.05,0.1,80,10000,OK,2157208.9054048094,120.16333866119385,122.0148446559906,0.9716,case118,38,2026-04-23 01:17:14
FICA,6,0.03,0.06,300,40000,OK,2052649.1412781652,1358.9755403995514,1360.9014353752136,0.9996,case118,38,2026-04-23 01:19:06
FICA,6,0.05,0.1,80,20000,OK,2210984.789863487,119.67942476272583,121.53438591957092,0.9758,case118,38,2026-04-23 01:19:16
FICA,6,0.05,0.1,80,30000,OK,2059127.0044824802,118.35563254356384,120.86442518234253,0.9858,case118,38,2026-04-23 01:21:10
FICA,6,0.05,0.1,80,40000,OK,2052649.1412065052,116.99082207679749,118.81135416030884,0.9986,case118,38,2026-04-23 01:21:16
FICA,6,0.05,0.1,100,0,OK,2487153.9810194825,127.47971987724304,129.39063215255737,0.9904,case118,38,2026-04-23 01:23:20
FICA,6,0.05,0.1,100,10000,OK,2157208.9054217944,125.98039603233337,127.80050992965698,0.9754,case118,38,2026-04-23 01:23:24
FICA,6,0.05,0.1,100,20000,OK,2210986.294508264,128.43282008171082,130.34804344177246,0.975,case118,38,2026-04-23 01:25:31
FICA,6,0.05,0.1,100,30000,OK,2059127.0045150975,125.6201868057251,127.45769548416138,0.9898,case118,38,2026-04-23 01:25:32
FICA,6,0.05,0.1,100,40000,OK,2052649.1413524456,127.8216073513031,129.69496250152588,0.9996,case118,38,2026-04-23 01:27:41
FICA,6,0.05,0.1,150,0,OK,2487153.980967244,146.53478980064392,148.35012769699097,0.9968,case118,38,2026-04-23 01:28:00
FICA,6,0.05,0.1,150,10000,OK,2157209.1845394853,150.91579294204712,152.95112895965576,0.9794,case118,38,2026-04-23 01:30:15
FICA,6,0.05,0.1,150,20000,OK,2210987.6052096984,147.91239881515503,149.7660584449768,0.9828,case118,38,2026-04-23 01:30:31
FICA,6,0.05,0.1,150,30000,OK,2059127.0044814334,150.4629247188568,152.32775926589966,0.9886,case118,38,2026-04-23 01:32:48
FICA,6,0.05,0.1,150,40000,OK,2052649.1412068952,148.48881888389587,150.30737352371216,0.9996,case118,38,2026-04-23 01:33:02
FICA,6,0.05,0.1,200,10000,OK,2157209.1848520017,773.6637983322144,775.4967820644379,0.9802,case118,38,2026-04-23 01:45:58
FICA,6,0.05,0.1,200,0,OK,2487153.981176429,798.3440210819244,800.2326033115387,0.9982,case118,38,2026-04-23 01:46:09
FICA,6,0.05,0.1,200,30000,OK,2059127.004767417,749.3342804908752,751.1973025798798,0.9884,case118,38,2026-04-23 01:58:41
FICA,6,0.05,0.1,200,20000,OK,2210987.6054905457,779.2297899723053,781.0722939968109,0.9828,case118,38,2026-04-23 01:59:00
FICA,6,0.05,0.1,200,40000,OK,2052649.1423407686,750.4384019374847,752.2847208976746,0.9996,case118,38,2026-04-23 02:11:14
FICA,6,0.05,0.1,250,0,OK,2487153.981938932,1025.5422668457031,1027.3593623638153,0.9982,case118,38,2026-04-23 02:16:08
FICA,6,0.05,0.1,250,10000,OK,2157212.00168891,1032.402054309845,1034.2306139469147,0.9824,case118,38,2026-04-23 02:28:29
FICA,6,0.05,0.1,250,20000,OK,2210987.7521685367,1049.8693432807922,1051.693615436554,0.983,case118,38,2026-04-23 02:33:41
FICA,6,0.05,0.1,250,30000,OK,2059127.0050681313,1056.8488295078278,1059.3483641147614,0.988,case118,38,2026-04-23 02:46:12
FICA,6,0.05,0.1,250,40000,OK,2052649.1413671018,1022.7482089996338,1024.5737881660461,0.9996,case118,38,2026-04-23 02:50:47
FICA,6,0.05,0.1,300,0,OK,2487153.9821212995,1392.302696466446,1394.2618427276611,0.9982,case118,38,2026-04-23 03:09:28
FICA,6,0.05,0.1,300,10000,OK,2157212.1298715784,1356.1079607009888,1357.9416661262512,0.9824,case118,38,2026-04-23 03:13:25
FICA,6,0.05,0.1,300,20000,OK,2210990.025299122,1378.6309413909912,1381.1643316745758,0.9872,case118,38,2026-04-23 03:32:33
FICA,6,0.05,0.1,300,30000,OK,2059127.0050150277,1393.9110717773438,1396.3935990333557,0.9882,case118,38,2026-04-23 03:36:45
FICA,6,0.08,0.12,50,0,OK,2483609.545483926,108.08053469657898,109.96967625617981,0.9432,case118,38,2026-04-23 03:38:37
FICA,6,0.08,0.12,50,10000,OK,2152859.198231694,107.99027967453003,109.84816575050354,0.9264,case118,38,2026-04-23 03:40:27
FICA,6,0.08,0.12,50,20000,OK,2206924.9536158093,108.13970351219177,110.1407082080841,0.9324,case118,38,2026-04-23 03:42:17
FICA,6,0.08,0.12,50,30000,OK,2055272.3945472254,108.30240964889526,110.18126392364502,0.969,case118,38,2026-04-23 03:44:08
FICA,6,0.08,0.12,50,40000,OK,2049530.6097821943,107.80160284042358,109.66524362564087,0.995,case118,38,2026-04-23 03:45:57
FICA,6,0.08,0.12,80,0,OK,2483609.545536127,120.44951176643372,122.29071021080017,0.989,case118,38,2026-04-23 03:48:00
FICA,6,0.08,0.12,80,10000,OK,2152863.7055270197,120.6932373046875,122.5360209941864,0.9714,case118,38,2026-04-23 03:50:03
FICA,6,0.08,0.12,80,20000,OK,2206928.6634030575,122.31977081298828,124.17727041244507,0.9686,case118,38,2026-04-23 03:52:07
FICA,6,0.05,0.1,300,40000,OK,2052649.1416224656,1276.643322467804,1278.5642037391663,0.9998,case118,38,2026-04-23 03:53:53
FICA,6,0.08,0.12,80,30000,OK,2055272.3945506215,122.05544638633728,124.05468988418579,0.9834,case118,38,2026-04-23 03:54:12
FICA,6,0.08,0.12,80,40000,OK,2049530.6097436897,119.22744274139404,121.07616806030273,0.999,case118,38,2026-04-23 03:55:56
FICA,6,0.08,0.12,100,0,OK,2483609.545497957,129.80781960487366,131.66405582427979,0.9906,case118,38,2026-04-23 03:56:24
FICA,6,0.08,0.12,100,10000,OK,2152863.705526671,128.28845596313477,130.1097047328949,0.9742,case118,38,2026-04-23 03:58:06
FICA,6,0.08,0.12,100,20000,OK,2206929.723659151,130.57766318321228,132.43013286590576,0.9676,case118,38,2026-04-23 03:58:37
FICA,6,0.08,0.12,100,30000,OK,2055272.3946242025,128.16238856315613,129.98559641838074,0.9884,case118,38,2026-04-23 04:00:16
FICA,6,0.08,0.12,100,40000,OK,2049530.6098162124,129.79543685913086,131.64637851715088,0.9994,case118,38,2026-04-23 04:00:49
FICA,6,0.08,0.12,150,0,OK,2483609.5454817014,149.07256436347961,150.87623715400696,0.997,case118,38,2026-04-23 04:02:48
FICA,6,0.08,0.12,150,10000,OK,2152863.789223103,153.38161039352417,155.22165656089783,0.9744,case118,38,2026-04-23 04:03:25
FICA,6,0.08,0.12,150,20000,OK,2206931.180335084,150.4696443080902,152.28442788124084,0.9802,case118,38,2026-04-23 04:05:21
FICA,6,0.08,0.12,150,30000,OK,2055272.3945294218,153.51389408111572,155.35419631004333,0.9874,case118,38,2026-04-23 04:06:01
FICA,6,0.08,0.12,150,40000,OK,2049530.609784702,150.50731325149536,152.42206192016602,0.9998,case118,38,2026-04-23 04:07:54
FICA,6,0.08,0.12,200,0,OK,2483609.545758702,829.0649757385254,830.9312393665314,0.997,case118,38,2026-04-23 04:19:52
FICA,6,0.08,0.12,200,10000,OK,2152863.7893487015,812.8710262775421,814.7055609226227,0.9744,case118,38,2026-04-23 04:21:29
FICA,6,0.08,0.12,200,20000,OK,2206931.18059356,836.9873383045197,839.0060520172119,0.9802,case118,38,2026-04-23 04:33:52
FICA,6,0.08,0.12,200,30000,OK,2055272.3947384069,821.0994551181793,822.9222354888916,0.9876,case118,38,2026-04-23 04:35:13
FICA,6,0.08,0.12,200,40000,OK,2049530.6104743849,804.6172959804535,806.4884140491486,0.9996,case118,38,2026-04-23 04:47:19
FICA,6,0.08,0.12,250,0,OK,2483609.546917287,1130.3697559833527,1132.1915230751038,0.9978,case118,38,2026-04-23 04:54:06
FICA,6,0.08,0.12,250,10000,OK,2152866.8370751454,1112.952867269516,1114.8294422626495,0.9798,case118,38,2026-04-23 05:05:55
FICA,6,0.08,0.12,250,20000,OK,2206931.373995954,1086.9126107692719,1088.7506649494171,0.9806,case118,38,2026-04-23 05:12:16
FICA,6,0.08,0.12,250,30000,OK,2055272.3963471781,1120.0645217895508,1121.9389553070068,0.9868,case118,38,2026-04-23 05:24:38
FICA,6,0.08,0.12,250,40000,OK,2049530.6116202662,1107.6757164001465,1109.5090897083282,0.9998,case118,38,2026-04-23 05:30:46
FICA,6,0.08,0.12,300,0,OK,2483609.5457755863,1493.0358946323395,1494.9081852436066,0.9978,case118,38,2026-04-23 05:49:34
FICA,6,0.08,0.12,300,10000,OK,2152866.9619190535,1406.5933146476746,1408.4292228221893,0.9798,case118,38,2026-04-23 05:54:16
FICA,6,0.08,0.12,300,20000,OK,2206933.5793575575,1297.4159715175629,1299.296317100525,0.9854,case118,38,2026-04-23 06:11:15
FICA,6,0.08,0.12,300,30000,OK,2055272.3959146696,1340.0554087162018,1341.9159581661224,0.9874,case118,38,2026-04-23 06:16:39
FICA,6,0.1,0.15,50,0,OK,2483609.5454935697,106.13459730148315,107.97656798362732,0.947,case118,38,2026-04-23 06:18:28
FICA,6,0.1,0.15,50,10000,OK,2152859.1982529676,106.55574440956116,108.48637843132019,0.9254,case118,38,2026-04-23 06:20:17
FICA,6,0.1,0.15,50,20000,OK,2206924.9536170056,107.11542344093323,108.95210981369019,0.9332,case118,38,2026-04-23 06:22:06
FICA,6,0.1,0.15,50,30000,OK,2055272.3945361837,106.80529475212097,108.64489030838013,0.97,case118,38,2026-04-23 06:23:55
FICA,6,0.1,0.15,50,40000,OK,2049530.6097024304,106.39386129379272,108.23101139068604,0.9948,case118,38,2026-04-23 06:25:43
FICA,6,0.1,0.15,80,0,OK,2483609.545538405,119.75199699401855,121.58869743347168,0.987,case118,38,2026-04-23 06:27:45
FICA,6,0.1,0.15,80,10000,OK,2152863.705524391,119.6913640499115,121.51082968711853,0.972,case118,38,2026-04-23 06:29:47
FICA,6,0.1,0.15,80,20000,OK,2206928.6634026985,120.51827907562256,122.44915747642517,0.9686,case118,38,2026-04-23 06:31:50
FICA,6,0.1,0.15,80,30000,OK,2055272.3946302827,120.14486289024353,121.96668338775635,0.9846,case118,38,2026-04-23 06:33:52
FICA,6,0.08,0.12,300,40000,OK,2049530.6102374915,1380.41637134552,1382.2865719795227,0.9998,case118,38,2026-04-23 06:34:19
FICA,6,0.1,0.15,80,40000,OK,2049530.6097300134,119.88615822792053,121.70337414741516,0.9994,case118,38,2026-04-23 06:35:54
FICA,6,0.1,0.15,100,0,OK,2483609.5456394716,131.0978400707245,132.9488685131073,0.9918,case118,38,2026-04-23 06:36:33
FICA,6,0.1,0.15,100,10000,OK,2152863.705588062,128.99788856506348,130.81896018981934,0.974,case118,38,2026-04-23 06:38:05
FICA,6,0.1,0.15,100,20000,OK,2206929.7236622754,131.2442696094513,133.1061840057373,0.9676,case118,38,2026-04-23 06:38:46
FICA,6,0.1,0.15,100,30000,OK,2055272.3945344011,129.38861441612244,131.32212281227112,0.9886,case118,38,2026-04-23 06:40:17
FICA,6,0.1,0.15,100,40000,OK,2049530.6097186562,131.41744804382324,133.26906275749207,0.9996,case118,38,2026-04-23 06:41:00
FICA,6,0.1,0.15,150,0,OK,2483609.545501816,151.276752948761,153.1938030719757,0.997,case118,38,2026-04-23 06:42:51
FICA,6,0.1,0.15,150,10000,OK,2152863.7892215443,154.81476068496704,156.66162252426147,0.9744,case118,38,2026-04-23 06:43:37
FICA,6,0.1,0.15,150,20000,OK,2206931.1803214215,152.00190615653992,153.82960629463196,0.9802,case118,38,2026-04-23 06:45:25
FICA,6,0.1,0.15,150,30000,OK,2055272.3945356072,154.97244715690613,156.8241195678711,0.9876,case118,38,2026-04-23 06:46:15
FICA,6,0.1,0.15,150,40000,OK,2049530.6098542586,152.6331968307495,154.55457043647766,0.9998,case118,38,2026-04-23 06:48:00
FICA,6,0.1,0.15,200,0,OK,2483609.5576346237,836.5744476318359,838.4314904212952,0.9978,case118,38,2026-04-23 07:00:14
FICA,6,0.1,0.15,200,10000,OK,2152863.789257236,879.7583208084106,881.6090502738953,0.9744,case118,38,2026-04-23 07:02:43
FICA,6,0.1,0.15,200,20000,OK,2206931.1823309064,878.0418906211853,879.9094989299774,0.9802,case118,38,2026-04-23 07:14:55
FICA,6,0.1,0.15,200,30000,OK,2055272.3948696055,884.997994184494,886.8459317684174,0.987,case118,38,2026-04-23 07:17:30
FICA,6,0.1,0.15,200,40000,OK,2049530.6097341431,859.6939826011658,861.5567493438721,0.9998,case118,38,2026-04-23 07:29:17
FICA,6,0.1,0.15,250,0,OK,2483609.547274685,1168.0360684394836,1169.8648228645325,0.9978,case118,38,2026-04-23 07:37:01
FICA,6,0.1,0.15,250,10000,OK,2152866.837095196,1147.6870656013489,1149.5536286830902,0.9798,case118,38,2026-04-23 07:48:28
FICA,6,0.1,0.15,250,20000,OK,2206931.3746991158,1189.2315542697906,1191.0676968097687,0.9806,case118,38,2026-04-23 07:56:53
FICA,6,0.1,0.15,250,30000,OK,2055272.3964913078,1173.7456812858582,1175.6146845817566,0.9862,case118,38,2026-04-23 08:08:04
FICA,6,0.1,0.15,250,40000,OK,2049530.611718863,1150.676839351654,1152.5069828033447,0.9998,case118,38,2026-04-23 08:16:07
FICA,6,0.1,0.15,300,0,OK,2483609.5484102326,1586.6972999572754,1589.1696026325226,0.998,case118,38,2026-04-23 08:34:37
FICA,6,0.1,0.15,300,10000,OK,2152866.9627701393,1356.1137218475342,1357.940911769867,0.9798,case118,38,2026-04-23 08:38:46
FICA,6,0.1,0.15,300,20000,OK,2206933.590690924,1460.6427352428436,1462.5551109313965,0.9854,case118,38,2026-04-23 08:59:00
FICA,6,0.1,0.15,300,30000,OK,2055272.394647485,1552.4002079963684,1554.9335470199585,0.9876,case118,38,2026-04-23 09:04:44
FICA,6,0.1,0.15,300,40000,OK,2049530.6106933916,1441.652854681015,1443.5664830207825,0.9998,case118,38,2026-04-23 09:23:05
EIFICA,6,0.03,0.06,350,10000,OK,2157210.6836674316,186.20933938026428,188.7110903263092,0.9782,case118,38,2026-04-23 10:53:48
EIFICA,6,0.03,0.06,350,0,OK,2487153.9809081894,189.0656704902649,191.53468823432922,0.9974,case118,38,2026-04-23 10:53:51
EIFICA,6,0.03,0.06,350,20000,OK,2210989.526035979,185.0545506477356,186.93835878372192,0.9526,case118,38,2026-04-23 10:56:56
EIFICA,6,0.03,0.06,350,30000,OK,2059127.0046372334,187.8242175579071,189.7345473766327,0.9894,case118,38,2026-04-23 10:57:02
EIFICA,6,0.03,0.06,350,40000,OK,2052649.1413493617,183.87663793563843,185.7661271095276,0.9998,case118,38,2026-04-23 11:00:03
EIFICA,6,0.05,0.1,350,0,OK,2487153.9808983067,191.58962154388428,193.49587297439575,0.998,case118,38,2026-04-23 11:00:17
EIFICA,6,0.05,0.1,350,10000,OK,2157210.683696982,190.68163299560547,192.5632483959198,0.9782,case118,38,2026-04-23 11:03:17
EIFICA,6,0.05,0.1,350,20000,OK,2210989.561558717,192.69656038284302,194.58833718299866,0.962,case118,38,2026-04-23 11:03:32
EIFICA,6,0.05,0.1,350,30000,OK,2059127.004486119,190.97038507461548,192.84641647338867,0.9888,case118,38,2026-04-23 11:06:31
EIFICA,6,0.05,0.1,350,40000,OK,2052649.1412727619,192.80004787445068,195.29451203346252,0.9998,case118,38,2026-04-23 11:06:51
EIFICA,6,0.08,0.12,350,0,OK,2483609.545492146,200.86237502098083,202.74634265899658,0.998,case118,38,2026-04-23 11:09:55
EIFICA,6,0.08,0.12,350,10000,OK,2152866.9617658705,202.8978533744812,204.80173468589783,0.9798,case118,38,2026-04-23 11:10:18
EIFICA,6,0.08,0.12,350,20000,OK,2206933.592013174,201.2758285999298,203.166250705719,0.9852,case118,38,2026-04-23 11:13:20
EIFICA,6,0.08,0.12,350,30000,OK,2055272.3945312565,202.50307035446167,204.39597725868225,0.9874,case118,38,2026-04-23 11:13:43
EIFICA,6,0.08,0.12,350,40000,OK,2049530.6098552993,201.07814073562622,202.95306634902954,0.9998,case118,38,2026-04-23 11:16:44
EIFICA,6,0.1,0.15,350,0,OK,2483609.5459947838,431.7642652988434,433.6580798625946,0.9978,case118,38,2026-04-23 11:20:58
EIFICA,6,0.1,0.15,350,10000,OK,2152866.965576556,425.17253017425537,427.0662639141083,0.9798,case118,38,2026-04-23 11:23:52
EIFICA,6,0.1,0.15,350,20000,OK,2206933.736973962,420.467572927475,422.35565161705017,0.9854,case118,38,2026-04-23 11:28:02
EIFICA,6,0.1,0.15,350,30000,OK,2055272.3950312333,434.55776476860046,436.42120718955994,0.9872,case118,38,2026-04-23 11:31:10
EIFICA,6,0.1,0.15,350,40000,OK,2049530.6104382337,420.67547130584717,422.5564661026001,0.9998,case118,38,2026-04-23 11:35:06
FICA,6,0.03,0.06,350,0,OK,2487153.9870249485,1496.7225930690765,1498.6097383499146,0.9984,case118,38,2026-04-23 11:56:10
FICA,6,0.03,0.06,350,10000,OK,2157212.1298131,1498.9201419353485,1500.7898163795471,0.9824,case118,38,2026-04-23 12:00:08
FICA,6,0.03,0.06,350,20000,OK,2210990.23638851,1710.3411703109741,1713.0007920265198,0.9872,case118,38,2026-04-23 14:19:44
FICA,6,0.03,0.06,350,30000,OK,2059127.0045299595,1530.461548089981,1532.3358252048492,0.989,case118,38,2026-04-23 14:45:17
FICA,6,0.03,0.06,350,40000,OK,2052649.1412151626,1653.747174501419,1655.6189348697662,0.9996,case118,38,2026-04-23 15:12:54
FICA,6,0.05,0.1,350,0,OK,2487153.9811871,1816.0240602493286,1817.924332857132,0.9982,case118,38,2026-04-23 15:43:14
FICA,6,0.05,0.1,350,10000,OK,2157212.1299239965,1584.5521337985992,1586.4370033740997,0.9824,case118,38,2026-04-23 16:09:41
FICA,6,0.05,0.1,350,20000,OK,2210990.239206046,1646.6331775188446,1648.5129597187042,0.9872,case118,38,2026-04-23 16:37:11
FICA,6,0.05,0.1,350,30000,OK,2059127.0056403484,1688.591938495636,1690.4488725662231,0.9884,case118,38,2026-04-23 17:05:23
FICA,6,0.05,0.1,350,40000,OK,2052649.1415865447,1708.1456649303436,1709.9842088222504,0.9996,case118,38,2026-04-23 17:33:54
FICA,6,0.08,0.12,350,0,OK,2483609.54605997,1731.2527391910553,1733.087114572525,0.9982,case118,38,2026-04-23 18:02:49
FICA,6,0.08,0.12,350,10000,OK,2152866.9618077474,1860.9022097587585,1862.7167193889618,0.9798,case118,38,2026-04-23 18:33:53
FICA,6,0.08,0.12,350,20000,OK,2206933.7390279234,2083.058705329895,2084.889061689377,0.9854,case118,38,2026-04-23 19:08:39
FICA,6,0.08,0.12,350,30000,OK,2055272.396216841,1784.4410147666931,1786.2734599113464,0.9872,case118,38,2026-04-23 19:38:27
FICA,6,0.08,0.12,350,40000,OK,2049530.6100107545,1771.3441054821014,1773.182867527008,0.9998,case118,38,2026-04-23 20:08:01
FICA,6,0.1,0.15,350,0,OK,2483609.54660145,1800.821925163269,1802.6481239795685,0.9978,case118,38,2026-04-23 20:38:05
FICA,6,0.1,0.15,350,10000,OK,2152866.9624573584,1875.3136854171753,1877.1543409824371,0.9798,case118,38,2026-04-23 21:09:24
FICA,6,0.1,0.15,350,20000,OK,2206933.7384701422,1897.0301277637482,1899.0102541446686,0.9854,case118,38,2026-04-23 21:41:04
FICA,6,0.1,0.15,350,30000,OK,2055272.3946806747,2346.17738366127,2348.054047346115,0.9874,case118,38,2026-04-23 22:20:14
FICA,6,0.1,0.15,350,40000,OK,2049530.611602017,1949.2081632614136,1951.0742228031158,0.9996,case118,38,2026-04-23 22:52:46
